,rewards,actor_losses,critic_losses,trajectory_lengths
592,252.7275578850863,-50.38627,18.265688,242
593,-19.6094419772525,-50.869026,10.172845,276
594,250.49774714986836,-50.190388,11.648964,280
595,262.83024654458677,-50.105576,16.118784,258
596,233.6878230127011,-50.96856,11.009489,241
597,255.54994716566037,-50.05656,12.473101,287
598,273.38550736951004,-50.941383,16.400152,238
599,250.48695998807537,-50.57855,12.922202,248
600,242.84407536598337,-50.73034,15.729399,449
601,288.8789709389117,-51.282154,13.352486,281
602,244.80735919147625,-50.971703,12.238211,569
603,231.8528223210679,-51.531895,16.92093,248
604,245.96493344034144,-51.182644,16.786674,442
605,260.08900531576796,-50.79596,14.443104,283
606,-38.003798827401994,-51.728554,18.93033,266
607,5.301606565216119,-51.319893,13.664437,223
608,205.68570862002403,-51.48703,15.6159,421
609,241.44878567393295,-51.31811,25.099283,332
610,271.3847276116876,-51.99609,15.011078,282
611,265.2864025105672,-51.52449,34.30895,210
612,209.3390701133164,-51.986168,9.672741,238
613,270.5082180066536,-51.488075,12.176707,282
614,214.78978165502951,-51.81318,11.328435,280
615,233.6661105110492,-51.9151,11.608269,260
616,186.92851617933056,-52.201996,14.446083,306
617,263.3981155729734,-51.982826,25.150799,281
618,-134.67628214396186,-52.31959,19.661932,238
619,296.1788699000781,-52.245396,13.015457,285
620,251.10599120979828,-52.299107,17.746298,273
621,207.13043263692833,-52.706635,13.923307,366
622,52.704688188886166,-53.115017,15.229242,170
623,286.3272843158484,-52.77393,9.66078,204
624,-115.50219584296134,-52.91496,16.15605,334
625,246.28612958227984,-52.927025,14.244418,401
626,235.886233036812,-53.250267,12.762491,235
627,-243.29438366766965,-53.161354,15.961419,111
628,-245.4724288315925,-52.701336,21.00715,92
629,227.03158536050654,-52.971573,18.116636,306
630,34.70369202979242,-53.75302,21.76493,232
631,247.42678794923654,-53.719456,15.564392,252
632,-108.33438276280349,-53.560493,17.92219,250
633,275.56938602281474,-54.007866,12.58738,275
634,260.91774773615634,-54.17166,16.712908,300
635,205.59103479693482,-54.091248,14.823484,674
636,143.52604568520695,-54.92178,15.486099,666
637,-106.75195893667146,-54.907356,19.812555,240
638,239.49284058677858,-55.387882,17.643784,529
639,233.9789083323762,-55.164,13.092836,284
640,177.28519973767686,-55.476986,20.540728,985
641,219.78682003011394,-55.71634,16.738237,502
642,232.79790842447227,-55.926582,13.354065,223
643,256.3464677859397,-56.251038,15.735075,305
644,259.52107994436176,-56.601006,14.943987,232
645,223.52974818103962,-56.883,15.554743,363
646,272.48435743030643,-56.815193,12.245638,227
647,261.0516560665748,-56.90784,16.179724,329
648,240.63720635050626,-56.62162,12.765524,327
649,244.28910369824672,-56.92934,16.974995,254
650,205.64883218635873,-56.891254,14.817054,322
651,-337.6648228718167,-57.19095,14.105831,437
652,-212.5102042251549,-57.18773,16.376047,263
653,216.0658288735566,-57.14442,13.076107,333
654,-365.9922738449303,-56.768036,24.375158,167
655,184.15279868221876,-57.390667,13.652477,535
656,218.8748898203402,-58.22811,13.1609745,348
657,104.10395854570392,-58.113873,14.704131,1046
658,252.5379639975825,-58.50155,22.718906,424
659,263.13221873583893,-58.731567,11.140255,281
660,195.33115872939342,-58.906696,16.089235,821
661,237.615832279384,-59.021397,18.28382,341
662,200.99245083897023,-59.44985,15.038515,1128
663,183.42817968228468,-59.84301,14.875865,681
664,256.3762330690657,-60.055027,11.365346,281
665,258.824616827644,-60.087452,14.182345,302
666,203.58593045284815,-60.288956,16.777452,345
667,175.21964523922733,-59.986626,15.984792,375
668,275.18773115849876,-60.4426,14.379686,263
669,284.94474733939774,-60.347763,12.859689,364
670,246.9458073386149,-61.311584,14.732056,240
671,-296.2745325637386,-61.424343,18.74271,752
672,-233.9667957712878,-61.111267,11.096931,119
673,184.42108548107367,-61.636795,15.61719,1326
674,272.8801505773842,-62.120377,13.507422,246
675,195.44358636095848,-61.860317,16.162191,301
676,181.564066901401,-61.862488,17.923521,489
677,193.5829767190447,-62.226173,14.859046,291
678,279.5731827618192,-62.5826,13.180612,282
679,-887.2977493289894,-63.106884,15.666269,6869
680,265.6891671112332,-63.901928,15.439573,320
681,297.36430299366896,-63.897625,23.224062,332
682,-207.39389425360847,-63.921055,20.024078,315
683,-3.4274488636454663,-64.15263,16.339785,1496
684,257.18058282240906,-64.150154,16.921082,278
685,284.66629899703673,-64.59227,13.493657,283
686,266.65163030260635,-64.08055,13.363363,369
687,-310.1071102190815,-64.62679,27.147058,132
688,198.0940194658477,-64.71016,14.133256,350
689,119.1433955176075,-64.71975,12.562238,948
690,67.42717689199122,-64.905334,17.695946,1408
691,223.57218306566318,-65.67552,13.203071,321
692,24.296504694945682,-65.26527,14.251364,1401
693,159.6002301734926,-65.41134,15.8318405,488
694,-157.03221642160088,-65.77874,16.680386,2643
695,134.88097050253396,-66.01075,13.530897,1089
696,243.94683580513743,-66.09182,15.1186495,344
697,247.66485511714433,-66.373634,16.387783,548
698,247.65445936210094,-65.65818,14.477776,440
699,71.95111052051165,-66.22298,14.08983,1140
700,235.17860032451125,-66.18696,11.197685,419
701,154.52493988687715,-66.26951,17.774433,512
702,255.34906499734944,-66.46379,13.176943,703
703,-478.66392909216444,-66.50753,14.216097,1496
704,-125.84257126141436,-66.55007,10.788974,302
705,211.91533506566134,-66.55813,14.12235,609
706,156.32571896086137,-66.78886,19.908682,579
707,240.05433030972594,-66.48424,16.739365,366
708,257.16362608187126,-66.65049,13.419896,323
709,229.51873635705263,-66.758224,12.232587,304
710,10.720164792346338,-66.60497,13.852871,331
711,-262.9681475567585,-66.75953,12.4851055,540
712,-218.46468822631368,-67.02984,13.737419,3128
713,-134.08042947433472,-67.001785,17.232693,569
714,-315.27308735498036,-66.81746,13.550655,457
715,130.2175413222868,-67.11798,12.245684,379
716,-738.0797264637484,-67.193,13.477181,5934
717,257.6333047250199,-67.32817,16.273495,289
718,165.73829408341737,-67.21702,16.153578,956
719,210.96775340638388,-67.107124,23.836475,309
720,231.75538226905113,-67.02512,21.265142,318
721,182.92223608952423,-66.902,14.817757,468
722,67.04284482400901,-66.85962,12.316188,1120
723,271.8646528071848,-67.240616,11.457124,333
724,196.12277481933708,-67.18329,16.179922,323
725,166.4678732689536,-67.18589,11.436424,533
726,-69.121331227217,-66.63773,13.000987,117
727,-18.749365430183957,-67.314026,19.434454,107
728,205.16593030426975,-66.996666,12.835063,245
729,-26.580607813051856,-66.8999,18.48331,291
730,177.5977646902598,-66.89322,15.035251,887
731,193.97271576794077,-66.765396,14.531811,416
732,-71.92518152032231,-67.513504,16.611591,267
733,94.55020358981957,-67.05312,12.512666,664
734,-38.94470761546552,-66.89093,11.750785,162
735,197.3158457033307,-66.69931,13.454742,476
736,185.2806121836092,-66.82284,10.510071,312
737,252.7038473696876,-66.68221,25.970537,480
738,-135.21456552822107,-66.869896,14.806317,255
739,-99.04620326039698,-66.65304,15.722352,303
740,-113.31810739032433,-66.31488,14.958484,224
741,-130.2890147648723,-66.749535,9.012696,210
742,216.86747161165243,-67.4025,9.76719,253
743,-101.06419889530562,-66.79596,16.0383,247
744,157.67130477255137,-66.78328,10.972548,302
745,209.00053618952282,-66.68089,10.756503,286
746,217.3102926326396,-66.623276,16.319738,808
747,-98.9044350271169,-66.90599,17.652922,255
748,223.7721463103618,-67.09918,18.984308,449
749,198.6136661611804,-66.548225,14.452926,304
750,202.37990065925362,-66.84931,13.224106,624
751,166.37705427484948,-66.64782,14.588588,1006
752,157.60806856971968,-66.387215,11.894111,535
753,242.01422789668013,-66.36379,13.779699,376
754,206.43559311821298,-66.50514,7.955627,350
755,220.0555250185218,-66.792206,17.311142,290
756,-272.2045556469214,-66.526924,12.528976,485
757,188.83475223303958,-66.389084,12.409252,416
758,-129.34290021761737,-66.57616,17.902727,314
759,232.0917274924597,-66.57203,11.955727,201
760,256.15062590193435,-66.53645,11.056063,468
761,222.1766940674359,-66.857315,9.638491,262
762,235.39066794142255,-66.783806,12.5417,488
763,160.99208663995682,-66.70005,15.2191105,377
764,239.10767041000537,-66.36615,14.719922,673
765,254.31749797532268,-66.60014,10.505547,384
766,185.71068231891405,-66.43605,17.567802,494
767,0.7393140464703265,-66.77706,13.076483,266
768,209.90483508440303,-67.098434,14.683444,582
769,-135.2924927742472,-66.73149,15.1108465,426
770,240.59133900469618,-66.93903,13.280703,293
771,220.42356434086344,-66.29097,13.684551,254
772,266.5935089581182,-66.6648,13.500025,541
773,189.14687018733576,-66.74318,12.625221,940
774,193.02362408951174,-66.71889,15.62106,228
775,219.9955185023919,-66.81512,15.495066,304
776,265.57632808408675,-66.62096,15.154228,427
777,254.3813309456013,-66.43662,20.439714,435
778,239.10996453335494,-66.64988,12.281759,222
779,227.61320454676388,-66.858025,11.368955,308
780,247.91715053692786,-66.44153,13.932878,252
781,196.90018146168057,-66.952774,14.936733,288
782,265.99941161170705,-66.88971,16.32204,273
783,273.3831936012815,-66.79082,14.854102,283
784,-105.31097597800182,-66.86607,12.079643,252
785,-51.138345728771135,-67.6819,13.961251,105
786,71.50452681640007,-66.56517,14.753809,232
787,217.35699965993194,-67.1715,9.227632,252
788,216.886669470311,-66.74245,11.761624,582
789,208.3775040606252,-66.384415,11.672965,270
790,226.8249511502687,-66.86954,10.8305435,716
791,189.1731856289178,-66.71108,14.467053,716
792,242.6953763863045,-67.14502,14.008796,311
793,289.2147410792966,-66.72864,13.952465,296
794,184.61520523682373,-67.002365,11.932436,404
795,244.78375967607377,-67.235985,18.914684,360
796,221.26037359355502,-67.49528,9.29542,292
797,226.6080616540951,-66.89429,11.0222025,287
798,205.09420062301643,-67.66963,14.778286,287
799,235.5578615215272,-67.28946,12.9788265,367
