,rewards,actor_losses,critic_losses,trajectory_lengths
0,-49.615949990321376,-1.8578199894051068,125.32772863086629,80
1,-356.12436972736504,-2.305697573325884,91.68048994892628,81
2,-450.53909751028823,1.2923910782647956,112.71304612490655,152
3,-406.0857207953421,-1.912156625879569,56.52870046219672,171
4,-325.4897345202944,-0.2414255708302419,12.632504491826769,97
5,-114.10596592968241,1.8035721911642797,73.19966311328925,78
6,-202.81543781442008,0.05922743921902606,42.59295405214085,123
7,-205.15666580720026,0.46564332143476245,21.337210659952405,282
8,-320.94755575986017,-0.5895837563616426,19.383403532687858,92
9,-222.81772656392502,1.2491776431011048,16.947454339913314,147
10,-99.83382233294809,0.1328911226841488,60.995853513742205,112
11,-354.7548993377284,-1.3578504910538636,33.7854423393911,121
12,-115.02360953237616,2.1762416103655204,13.188252952053777,112
13,-134.50255224649766,0.8152144514285377,10.90885631802544,107
14,-212.77060352193067,-0.9993331139669457,88.97060419686703,94
15,-283.6628103968153,-2.344550567083061,129.64657610331895,100
16,-333.5956424975899,-0.7500705604445478,9.217624528584942,116
17,-337.5297063772103,-2.1077220894772295,84.40571981104094,74
18,-39.714866066507035,-0.07346934255943677,32.26023872686108,107
19,-71.73437462540844,0.26031238436818593,13.053048273257446,107
20,-64.01345168312571,1.379041620598097,173.98186325529605,96
21,-1.0947600552108536,1.1963141891618971,22.62621700137802,208
22,-98.348361855367,0.20550480797266735,4.75161912848615,101
23,-165.87673168819848,-0.2546999068768595,4.119520194714694,112
24,-270.51092202912747,-0.7513282422031071,21.80772912689163,105
25,-319.781886292134,0.02403479442000389,175.26079226681745,98
26,-183.8585157960137,0.4140939375406111,26.698944088789904,182
27,-217.44122629445113,-0.5544017252521407,14.596574537968491,102
28,24.31038618876775,2.467338931115194,33.69117279990908,87
29,-68.79111709890633,0.6585084634583869,3.71100278345821,114
30,-440.92604823900217,0.7658069883224563,111.80380447578246,103
31,-44.08453600540125,-0.2759401729541286,26.86770657189637,159
32,-256.9960605635978,-0.5430339765734971,70.52700709594129,90
33,-268.49287538652084,-1.0917757813009286,28.288348959578816,107
34,-273.46458490153645,-0.4183612376926284,5.227118334266147,102
35,-98.7868723735588,1.0560970343455363,28.6640559510397,96
36,-328.9648427622447,-0.5716343321261949,18.88007901952958,89
37,-305.4233505768826,0.08109168190923002,1.5067267655803234,144
38,-246.21646019033108,-0.21608526169777262,6.956707283080864,86
39,-114.40485010639199,0.654198616923479,8.530793887546794,222
40,-288.8720332090218,0.5210393837852669,25.990995805816574,84
41,-292.54183098554006,-1.3769360225318985,7.095457113447243,85
42,-325.66305706123285,-1.271439925164861,7.34353249222588,85
43,-307.2888101155658,-0.2975637510588223,3.24917730841447,88
44,-343.89596644136327,-0.09679055504966527,3.7810304805675945,106
45,-67.78975488002438,0.5521715646382512,6.453358119265631,82
46,-309.28408195184437,-0.08728209527378733,5.018230924729406,88
47,-254.2977902759063,-0.05027163113711528,2.8493144976752767,103
48,-326.2316716234685,0.02203581842135579,2.5074127635208057,252
49,-164.7795955420546,0.6430815048671017,4.4278711263585135,180
50,-67.00408282763567,0.5251117927460548,30.98876749178774,204
51,-375.6063138992144,-0.6878193239108888,3.731091794096502,122
52,-372.8936667030103,-0.25092739463252656,3.274715726150589,128
53,-710.2538442598711,-0.5887962605645152,3.37461184767897,243
54,-25.961132417063197,1.6929634575799262,10.76011736363355,97
55,-349.5938877260059,0.009539037387022465,3.430249064790304,151
56,-218.63232426477637,0.8093559321318753,9.571324885420035,100
57,-230.89389206229407,-0.3945945160440505,7.0201420485531205,104
58,-118.05301953786514,0.5326559527976704,12.445914620787724,112
59,-295.9689543572149,-0.8000878390706091,5.926591168068766,104
60,-63.99144175558119,3.0615039967492015,88.14391909391594,144
61,-107.55814618590529,-0.1417582741140255,62.38080839644099,140
62,-57.6813990826743,0.6743335425940769,5.26045653467702,107
63,-41.58330718746991,0.2027687556575984,4.949848047684303,170
64,-256.9891831673008,-0.852282986837478,30.81884177230883,120
65,-184.9652296057144,0.21012006400800917,1.9864293290565358,115
66,-240.96695264721086,-0.6268388681500306,3.1095026158464125,106
67,-183.61482355316525,0.14981926760572212,2.1151001364095556,189
